날짜,총 예매인원
2015-08-23,292067
2015-08-24,111123
2015-08-25,114689
2015-08-26,135885
2015-08-27,109738
2015-08-28,134036
2015-08-29,267899
2015-08-30,245570
2015-08-31,94345
2015-09-01,80747
2015-09-02,82707
2015-09-03,115523
2015-09-04,146562
2015-09-05,285238
2015-09-06,238735
2015-09-07,76890
2015-09-08,68918
2015-09-09,69793
2015-09-10,67019
2015-09-11,96573
2015-09-12,193631
2015-09-13,159142
2015-09-14,52904
2015-09-15,47346
2015-09-16,119055
2015-09-17,111286
2015-09-18,152405
2015-09-19,276402
2015-09-20,245320
2015-09-21,83401
2015-09-22,79081
2015-09-23,82111
2015-09-24,113373
2015-09-25,202272
2015-09-26,290480
2015-09-27,341705
2015-09-28,411686
2015-09-29,363130
2015-09-30,146406
2015-10-01,104819
2015-10-02,118813
2015-10-03,232821
2015-10-04,187151
2015-10-05,65409
2015-10-06,67767
2015-10-07,67767
2015-10-08,162247
2015-10-09,321593
2015-10-10,308147
2015-10-11,255129
2015-10-12,83494
2015-10-13,79675
2015-10-14,88864
2015-10-15,78349
2015-10-16,113401
2015-10-17,199519
2015-10-18,170189
2015-10-19,58954
2015-10-20,59602
2015-10-21,60149
2015-10-22,82497
2015-10-23,110536
2015-10-24,204748
2015-10-25,173442
2015-10-26,62596
2015-10-27,62160
2015-10-28,100490
2015-10-29,65784
2015-10-30,92837
2015-10-31,179269
2015-11-01,154965
2015-11-02,53634
2015-11-03,51139
2015-11-04,50336
2015-11-05,92354
2015-11-06,123522
2015-11-07,250121
2015-11-08,220875
2015-11-09,82155
2015-11-10,73727
2015-11-11,132042
2015-11-12,127248
2015-11-13,144324
2015-11-14,259221
2015-11-15,208541
2015-11-16,75212
2015-11-17,74427
2015-11-18,100615
2015-11-19,124205
2015-11-20,154841
2015-11-21,266493
2015-11-22,241164
2015-11-23,102475
2015-11-24,94949
2015-11-25,142465
2015-11-26,104361
2015-11-27,133114
2015-11-28,236905
2015-11-29,212484
2015-11-30,87872
2015-12-01,77905
2015-12-02,74435
2015-12-03,91397
2015-12-04,106221
2015-12-05,198469
2015-12-06,173554
2015-12-07,68125
2015-12-08,66557
2015-12-09,65549
2015-12-10,72225
2015-12-11,83554
2015-12-12,157540
2015-12-13,136915
2015-12-14,53653
2015-12-15,54639
2015-12-16,111147
2015-12-17,146940
2015-12-18,160984
2015-12-19,286730
2015-12-20,276594
2015-12-21,116286
2015-12-22,112054
2015-12-23,119323
2015-12-24,247807
2015-12-25,453684
2015-12-26,331011
2015-12-27,269644
2015-12-28,122328
2015-12-29,129941
2015-12-30,181333
2015-12-31,223715
2016-01-01,323383
2016-01-02,351980
2016-01-03,261849
2016-01-04,104660
2016-01-05,91841
2016-01-06,81200
2016-01-07,103886
2016-01-08,111136
2016-01-09,232766
2016-01-10,202049
2016-01-11,68232
2016-01-12,67898
2016-01-13,63679
2016-01-14,100096
2016-01-15,102111
2016-01-16,211429
2016-01-17,183426
2016-01-18,68232
2016-01-19,57972
2016-01-20,59667
2016-01-21,73670
2016-01-22,83564
2016-01-23,174518
2016-01-24,141574
2016-01-25,52477
2016-01-26,51985
2016-01-27,80502
2016-01-28,91476
2016-01-29,99151
2016-01-30,241805
2016-01-31,224678
2016-02-01,59262
2016-02-02,53911
2016-02-03,152946
2016-02-04,144703
2016-02-05,193367
2016-02-06,329041
2016-02-07,262653
2016-02-08,296722
2016-02-09,379227
2016-02-10,320056
2016-02-11,104163
2016-02-12,106593
2016-02-13,226230
2016-02-14,211881
2016-02-15,67884
2016-02-16,88603
2016-02-17,146350
2016-02-18,139298
2016-02-19,156267
2016-02-20,297014
2016-02-21,263880
2016-02-22,112469
2016-02-23,110251
2016-02-24,177645
2016-02-25,127016
2016-02-26,147175
2016-02-27,264257
2016-02-28,246795
2016-02-29,181671
2016-03-01,306807
2016-03-02,80625
2016-03-03,78866
2016-03-04,94728
2016-03-05,220809
2016-03-06,197993
2016-03-07,62462
2016-03-08,59233
2016-03-09,54566
2016-03-10,64262
2016-03-11,82557
2016-03-12,189531
2016-03-13,170010
2016-03-14,54976
2016-03-15,44630
2016-03-16,45320
2016-03-17,42769
2016-03-18,57465
2016-03-19,132964
2016-03-20,109758
2016-03-21,33493
2016-03-22,31531
2016-03-23,41170
2016-03-24,90445
2016-03-25,102194
2016-03-26,204517
2016-03-27,170656
2016-03-28,48757
2016-03-29,44258
2016-03-30,67517
2016-03-31,46754
2016-04-01,53213
2016-04-02,111685
2016-04-03,103735
2016-04-04,27845
2016-04-05,25711
2016-04-06,28032
2016-04-07,43450
2016-04-08,58838
2016-04-09,126907
2016-04-10,109545
2016-04-11,41359
2016-04-12,50017
2016-04-13,172921
2016-04-14,43831
2016-04-15,59037
2016-04-16,137759
2016-04-17,115791
2016-04-18,35481
2016-04-19,35315
2016-04-20,37311
2016-04-21,42188
2016-04-22,54374
2016-04-23,105074
2016-04-24,84801
2016-04-25,29682
2016-04-26,31193
2016-04-27,217360
2016-04-28,155008
2016-04-29,197014
2016-04-30,340280
2016-05-01,285529
2016-05-02,89639
2016-05-03,93133
2016-05-04,146346
2016-05-05,333746
2016-05-06,263226
2016-05-07,205677
2016-05-08,151302
2016-05-09,58241
2016-05-10,55703
2016-05-11,88982
2016-05-12,119231
2016-05-13,158693
2016-05-14,298351
2016-05-15,251487
2016-05-16,113439
2016-05-17,85794
2016-05-18,86185
2016-05-19,94345
2016-05-20,128560
2016-05-21,251669
2016-05-22,223760
2016-05-23,73132
2016-05-24,71367
2016-05-25,154134
2016-05-26,100371
2016-05-27,132705
2016-05-28,271462
2016-05-29,231806
2016-05-30,75474
2016-05-31,70848
2016-06-01,133644
2016-06-02,127891
2016-06-03,163081
2016-06-04,279476
2016-06-05,289461
2016-06-06,270601
2016-06-07,81284
2016-06-08,78194
2016-06-09,127794
2016-06-10,154538
2016-06-11,297535
2016-06-12,273183
2016-06-13,93441
2016-06-14,89070
2016-06-15,94672
2016-06-16,97923
2016-06-17,129524
2016-06-18,251878
2016-06-19,216129
2016-06-20,83089
2016-06-21,87167
2016-06-22,110634
2016-06-23,100181
2016-06-24,120154
2016-06-25,223373
2016-06-26,185477
2016-06-27,70774
2016-06-28,65722
2016-06-29,146080
2016-06-30,95662
2016-07-01,106202
2016-07-02,224145
2016-07-03,181950
2016-07-04,71780
2016-07-05,85495
2016-07-06,105280
2016-07-07,97299
2016-07-08,119133
2016-07-09,264519
2016-07-10,243669
2016-07-11,72695
2016-07-12,95457
2016-07-13,118775
2016-07-14,101637
2016-07-15,141413
2016-07-16,304304
2016-07-17,267458
2016-07-18,90662
2016-07-19,87229
2016-07-20,249510
2016-07-21,212871
2016-07-22,238007
2016-07-23,419941
2016-07-24,384598
2016-07-25,178143
2016-07-26,161243
2016-07-27,317545
2016-07-28,242931
2016-07-29,265982
2016-07-30,450439
2016-07-31,417614
2016-08-01,257580
2016-08-02,232200
2016-08-03,344226
2016-08-04,291641
2016-08-05,297995
2016-08-06,442236
2016-08-07,405498
2016-08-08,212992
2016-08-09,202376
2016-08-10,232425
2016-08-11,220557
2016-08-12,243364
2016-08-13,393209
2016-08-14,411763
2016-08-15,411139
2016-08-16,163614
2016-08-17,152726
2016-08-18,145044
2016-08-19,156110
2016-08-20,295878
2016-08-21,265488
2016-08-22,105122
2016-08-23,96357
2016-08-24,96840
2016-08-25,95642
2016-08-26,115664
2016-08-27,211352
2016-08-28,186408
2016-08-29,67779
2016-08-30,66546
2016-08-31,116631
2016-09-01,55956
2016-09-02,73589
2016-09-03,145241
2016-09-04,122473
2016-09-05,41423
2016-09-06,36321
2016-09-07,102492
2016-09-08,92433
2016-09-09,118992
2016-09-10,237452
2016-09-11,216813
2016-09-12,76031
2016-09-13,122612
2016-09-14,242683
2016-09-15,303273
2016-09-16,335675
2016-09-17,303201
2016-09-18,199570
2016-09-19,59306
2016-09-20,50985
2016-09-21,55877
2016-09-22,53205
2016-09-23,69662
2016-09-24,127950
2016-09-25,112468
2016-09-26,43981
2016-09-27,45423
2016-09-28,184003
2016-09-29,115676
2016-09-30,145170
2016-10-01,237327
2016-10-02,275376
2016-10-03,242693
2016-10-04,77121
2016-10-05,78835
2016-10-06,77776
2016-10-07,106135
2016-10-08,195034
2016-10-09,171345
2016-10-10,62076
2016-10-11,54438
2016-10-12,58449
2016-10-13,88582
2016-10-14,120569
2016-10-15,228293
2016-10-16,221404
2016-10-17,83139
2016-10-18,77457
2016-10-19,82208
2016-10-20,83079
2016-10-21,113344
2016-10-22,219828
2016-10-23,200629
2016-10-24,62678
2016-10-25,91730
2016-10-26,186584
2016-10-27,110908
2016-10-28,154256
2016-10-29,290769
2016-10-30,250672
2016-10-31,87461
2016-11-01,78091
2016-11-02,74251
2016-11-03,69952
2016-11-04,104014
2016-11-05,208789
2016-11-06,172159
2016-11-07,52109
2016-11-08,53165
2016-11-09,59544
2016-11-10,62109
2016-11-11,90457
2016-11-12,155897
2016-11-13,137521
2016-11-14,45636
2016-11-15,43790
2016-11-16,121851
2016-11-17,127190
2016-11-18,133852
2016-11-19,233967
2016-11-20,212271
2016-11-21,74549
2016-11-22,69429
2016-11-23,84129
2016-11-24,92574
2016-11-25,113485
2016-11-26,211560
2016-11-27,199131
2016-11-28,76049
2016-11-29,74702
2016-11-30,161251
2016-12-01,93509
2016-12-02,115958
2016-12-03,206378
2016-12-04,184303
2016-12-05,76860
2016-12-06,71343
2016-12-07,95120
2016-12-08,103546
2016-12-09,124237
2016-12-10,243911
2016-12-11,228376
2016-12-12,93586
2016-12-13,100122
2016-12-14,111664
2016-12-15,108248
2016-12-16,132188
2016-12-17,229190
2016-12-18,211500
2016-12-19,99703
2016-12-20,102381
2016-12-21,159751
2016-12-22,149728
2016-12-23,185720
2016-12-24,398874
2016-12-25,376962
2016-12-26,137731
2016-12-27,136282
2016-12-28,198424
2016-12-29,162434
2016-12-30,213528
2016-12-31,315417
2017-01-01,268285
2017-01-02,106458
2017-01-03,91541
2017-01-04,144089
2017-01-05,130256
2017-01-06,147168
2017-01-07,290107
2017-01-08,260996
2017-01-09,101875
2017-01-10,106245
2017-01-11,110851
2017-01-12,113518
2017-01-13,129465
2017-01-14,264864
2017-01-15,248914
2017-01-16,86389
2017-01-17,88101
2017-01-18,159987
2017-01-19,140168
2017-01-20,153595
2017-01-21,315394
2017-01-22,297692
2017-01-23,105363
2017-01-24,106227
2017-01-25,151559
2017-01-26,175410
2017-01-27,277150
2017-01-28,317305
2017-01-29,367242
2017-01-30,365854
2017-01-31,139904
2017-02-01,93044
2017-02-02,100393
2017-02-03,115293
2017-02-04,247303
2017-02-05,215609
2017-02-06,72493
2017-02-07,76730
2017-02-08,84635
2017-02-09,97460
2017-02-10,108909
2017-02-11,226405
2017-02-12,210791
2017-02-13,73577
2017-02-14,83413
2017-02-15,90491
2017-02-16,96433
2017-02-17,108356
2017-02-18,212961
2017-02-19,187543
2017-02-20,73892
2017-02-21,72432
2017-02-22,141470
2017-02-23,101241
2017-02-24,112322
2017-02-25,208817
2017-02-26,189078
2017-02-27,85017
2017-02-28,120885
2017-03-01,266536
2017-03-02,79994
2017-03-03,91070
2017-03-04,193033
2017-03-05,163558
2017-03-06,56310
2017-03-07,52486
2017-03-08,64771
2017-03-09,59001
2017-03-10,75113
2017-03-11,183996
2017-03-12,159536
2017-03-13,45186
2017-03-14,48589
2017-03-15,40619
2017-03-16,82295
2017-03-17,110373
2017-03-18,241062
2017-03-19,212229
2017-03-20,66499
2017-03-21,62735
2017-03-22,73788
2017-03-23,95665
2017-03-24,125583
2017-03-25,265440
2017-03-26,236711
2017-03-27,75501
2017-03-28,69079
2017-03-29,134554
2017-03-30,79994
2017-03-31,109491
2017-04-01,230689
2017-04-02,175608
2017-04-03,56410
2017-04-04,53729
2017-04-05,63288
2017-04-06,59384
2017-04-07,75668
2017-04-08,144440
2017-04-09,118619
2017-04-10,37423
2017-04-11,36542
2017-04-12,80531
2017-04-13,68035
2017-04-14,97013
2017-04-15,176758
2017-04-16,149713
2017-04-17,60803
2017-04-18,50277
2017-04-19,45690
2017-04-20,49082
2017-04-21,65218
2017-04-22,125088
2017-04-23,103446
2017-04-24,36894
2017-04-25,33893
2017-04-26,106912
2017-04-27,72295
2017-04-28,93374
2017-04-29,180112
2017-04-30,176138
2017-05-01,134969
2017-05-02,129274
2017-05-03,306010
2017-05-04,209134
2017-05-05,301200
2017-05-06,240056
2017-05-07,198026
2017-05-08,96647
2017-05-09,299299
2017-05-10,78300
2017-05-11,77666
2017-05-12,104268
2017-05-13,221428
2017-05-14,191035
2017-05-15,65596
2017-05-16,55292
2017-05-17,89399
2017-05-18,91399
2017-05-19,112662
2017-05-20,221673
2017-05-21,196382
2017-05-22,67912
2017-05-23,62496
2017-05-24,96346
2017-05-25,98178
2017-05-26,127414
2017-05-27,260096
2017-05-28,234314
2017-05-29,77920
2017-05-30,68213
2017-05-31,165239
2017-06-01,94816
2017-06-02,118600
2017-06-03,250141
2017-06-04,218344
2017-06-05,135238
2017-06-06,363915
2017-06-07,88687
2017-06-08,90424
2017-06-09,112695
2017-06-10,230871
2017-06-11,195180
2017-06-12,65285
2017-06-13,59716
2017-06-14,60536
2017-06-15,68676
2017-06-16,86386
2017-06-17,171712
2017-06-18,145844
2017-06-19,51396
2017-06-20,52813
2017-06-21,98754
2017-06-22,80498
2017-06-23,95483
2017-06-24,193704
2017-06-25,170104
2017-06-26,54266
2017-06-27,47377
2017-06-28,128854
2017-06-29,90739
2017-06-30,98343
2017-07-01,185830
2017-07-02,157436
2017-07-03,59981
2017-07-04,57961
2017-07-05,180300
2017-07-06,144077
2017-07-07,178855
2017-07-08,345575
2017-07-09,293019
2017-07-10,95415
2017-07-11,110524
2017-07-12,92100
2017-07-13,85009
2017-07-14,113905
2017-07-15,257397
2017-07-16,214596
2017-07-17,64054
2017-07-18,62912
2017-07-19,73335
2017-07-20,124888
2017-07-21,144020
2017-07-22,273733
2017-07-23,234336
2017-07-24,96353
2017-07-25,98657
2017-07-26,310648
2017-07-27,204604
2017-07-28,220981
2017-07-29,376352
2017-07-30,338816
2017-07-31,196051
2017-08-01,175860
2017-08-02,272936
2017-08-03,241320
2017-08-04,252236
2017-08-05,408845
2017-08-06,373706
2017-08-07,189740
2017-08-08,171009
2017-08-09,206438
2017-08-10,207566
2017-08-11,231346
2017-08-12,393567
2017-08-13,365414
2017-08-14,274538
2017-08-15,431357
2017-08-16,160727
2017-08-17,156018
2017-08-18,175616
2017-08-19,324657
2017-08-20,294978
2017-08-21,119707
2017-08-22,109930
2017-08-23,123432
2017-08-24,118757
2017-08-25,131192
2017-08-26,236296
2017-08-27,195178
2017-08-28,74707
2017-08-29,70756
2017-08-30,135926
2017-08-31,81099
2017-09-01,96828
2017-09-02,186700
2017-09-03,161894
2017-09-04,58650
2017-09-05,51298
2017-09-06,90798
2017-09-07,87323
2017-09-08,111836
2017-09-09,214396
2017-09-10,187472
2017-09-11,65984
2017-09-12,57051
2017-09-13,60147
2017-09-14,66257
2017-09-15,86787
2017-09-16,160793
2017-09-17,136133
2017-09-18,48956
2017-09-19,48937
2017-09-20,44815
2017-09-21,56562
2017-09-22,72144
2017-09-23,136590
2017-09-24,124916
2017-09-25,47221
2017-09-26,47817
2017-09-27,175744
2017-09-28,111227
2017-09-29,147737
2017-09-30,266039
2017-10-01,264329
2017-10-02,214787
2017-10-03,263866
2017-10-04,298266
2017-10-05,332026
2017-10-06,330343
2017-10-07,295225
2017-10-08,293985
2017-10-09,259603
2017-10-10,79391
2017-10-11,78642
2017-10-12,86556
2017-10-13,106292
2017-10-14,204608
2017-10-15,174206
2017-10-16,67075
2017-10-17,65786
2017-10-18,67221
2017-10-19,82409
2017-10-20,110483
2017-10-21,200831
2017-10-22,177531
2017-10-23,61859
2017-10-24,58985
2017-10-25,171366
2017-10-26,104540
2017-10-27,140027
2017-10-28,263294
2017-10-29,238565
2017-10-30,79856
2017-10-31,78345
2017-11-01,71590
2017-11-02,92095
2017-11-03,125310
2017-11-04,235096
2017-11-05,196896
2017-11-06,66521
2017-11-07,58830
2017-11-08,69012
2017-11-09,74731
2017-11-10,94896
2017-11-11,197234
2017-11-12,161103
2017-11-13,58955
2017-11-14,54197
2017-11-15,104973
2017-11-16,109750
2017-11-17,108502
2017-11-18,198283
2017-11-19,159216
2017-11-20,52991
2017-11-21,46541
2017-11-22,83382
2017-11-23,89760
2017-11-24,106669
2017-11-25,192446
2017-11-26,185762
2017-11-27,65680
2017-11-28,59598
2017-11-29,139827
2017-11-30,93406
2017-12-01,107192
2017-12-02,204209
2017-12-03,178562
2017-12-04,65087
2017-12-05,62388
2017-12-06,62154
2017-12-07,72010
2017-12-08,85398
2017-12-09,178691
2017-12-10,158512
2017-12-11,61330
2017-12-12,52571
2017-12-13,57137
2017-12-14,124138
2017-12-15,134161
2017-12-16,249746
2017-12-17,231270
2017-12-18,96302
2017-12-19,95010
2017-12-20,167669
2017-12-21,165303
2017-12-22,196186
2017-12-23,376563
2017-12-24,466702
2017-12-25,454035
2017-12-26,176802
2017-12-27,248380
2017-12-28,192597
2017-12-29,259585
2017-12-30,391572
2017-12-31,427712
